day_index,total_sleep_hours,sleep_onset_minutes,wake_time_minutes,num_segments,sleep_variability,sin_onset,cos_onset,sin_wake,cos_wake
-1,2.966666666666667,111,423,2,0.7166666666666667,0.4656145203251114,0.8849876374630419,0.9624552364536473,-0.2714404498650742
0,3.066666666666667,176,360,1,0.0,0.6946583704589973,0.7193398003386512,1.0,6.123233995736766e-17
1,5.35,100,371,3,1.1712607958315056,0.42261826174069944,0.9063077870366499,0.9988483864849507,-0.047978128521344005
2,3.3666666666666667,168,821,3,0.2187224409447725,0.6691306063588582,0.7431448254773942,-0.4265687399014583,-0.904455145454368
3,2.033333333333333,301,508,3,0.49709029907261193,0.9670459389139431,0.2546019482055276,0.7986355100472927,-0.6018150231520484
4,4.7,43,409,3,0.12981468272831026,0.18652403600873463,0.9824503977255097,0.9772311064626789,-0.21217767215644623
5,3.55,159,1013,5,0.3655437350334734,0.6394390019805848,0.7688418320734595,-0.9575713608048145,-0.2881962681340891
6,4.916666666666667,50,961,5,1.0072514857549506,0.21643961393810288,0.9762960071199334,-0.8681988144891424,-0.4962165036752081
7,0.13333333333333333,486,494,1,0.0,0.8526401643540923,-0.5224985647159488,0.8338858220671682,-0.5519369853120581
8,2.183333333333333,280,1426,2,0.675,0.9396926207859083,0.3420201433256688,-0.061048539534856866,0.9981347984218669
9,4.75,31,857,4,0.9824413327126573,0.134850930273723,0.9908658973868822,-0.5628049276950685,-0.8265897491271886
10,1.9833333333333334,258,428,2,0.675,0.9025852843498605,0.43051109680829525,0.9563047559630355,-0.29237170472273666
11,5.583333333333333,39,1158,5,0.8834276679187971,0.16934950384902459,0.9855560590580777,-0.9426414910921784,0.3338068592337709
12,1.7666666666666666,345,598,2,0.03333333333333333,0.9978589232386035,0.06540312923014305,0.5075383629607041,-0.8616291604415258
13,3.3333333333333335,238,964,2,1.05,0.8616291604415257,0.5075383629607042,-0.874619707139396,-0.48480962024633684
14,5.566666666666666,283,949,4,1.402106550080192,0.9440890203927842,0.3296906452627873,-0.8410390129643924,-0.540974471367994
15,1.55,294,500,3,0.13123346456686352,0.958819734868193,0.28401534470392276,0.8191520442889917,-0.5735764363510462
16,6.2,4,589,5,1.0006442369238375,0.01745240643728351,0.9998476951563913,0.540974471367994,-0.8410390129643924
18,2.6666666666666665,141,872,6,0.3779411411487767,0.5771451900372336,0.8166415551616789,-0.6156614753256582,-0.788010753606722
19,6.4,51,1087,4,1.1912295235502592,0.2206974350215011,0.9753423205085127,-0.999533590836713,0.030538513209822354
21,5.7,178,639,3,0.6201851575373516,0.7009092642998509,0.7132504491541816,0.34611705707749285,-0.9381913359224842
22,6.15,9,378,1,0.0,0.03925981575906861,0.9992290362407229,0.996917333733128,-0.07845909572784487
23,2.2666666666666666,208,839,4,0.22760833806246106,0.788010753606722,0.6156614753256583,-0.4962165036752082,-0.8681988144891423
